packageName,flowEntity,flowData,policyEntity,policyAction,policyData,policySentences,consistencyResult,entityVagueness,entityVaguenessRaw,dataVagueness,dataVaguenessRaw,contradictionNum,contradictoryEntity,contradictoryAction,contradictoryData,contradictionSentences
aussie.rules.live,flurry,android id,third party,collect,pii,"All personal information supplied to Sportsmate is not shared with any other third parties unless your explicit consent is obtained or as required or authorised by any law including to law enforcement, government or other organisations or where permitted under the Privacy Act.||If you request it, we will also take reasonable steps to notify any otherRelated Companies or Partners of the changes if we have previously provided your personal information to that entity.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,unity,advertising identifier,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,adcolony,advertising identifier,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,flurry,advertising identifier,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,flurry,android id,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,vungle,advertising identifier,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,unity,android id,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,heyzap,advertising identifier,third party,collect,pii,"We may disclose personal information about you to service providers and partners, who assist us in operating our business.||We may disclose personal information about you to any other organisation or person with your consent or as permitted or required by law.||Currently, Mighty Kingdom may provide certain personal information (such as your email address) with its third party service providers (including Moose Toys) for their own marketing purposes (except to the extent required by law, court order, or as requested by other government or law enforcement authority).||Mighty Kingdom may share your information with third parties for the limited purposes described below service Providers: We may transfer personal information to third party service providers that perform services on our behalf or otherwise collect, use, disclose, store or process personal information on our behalf for the purposes described in this Privacy Policy.||You can be comfortable that where we disclose personal information to a third party in another country, we put safeguards in place to ensure your personal information remains protected.",vague,0.6666666666666666,2,0.5,2,,,,,
com.moose.shopville,fyber,advertising identifier,fyber,collect,pii,"Thereafter, Fyber will stop collecting any personal information from you.",vague,0.0,0,0.5,2,,,,,
com.Limitless.CrazyChickenRemake,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.Limitless.CrazyChickenRemake,unity,android id,,,,,omitted,,,,,,,,,
com.jagplay.client.android.app.durak,facebook,advertising identifier,,,,,omitted,,,,,,,,,
com.auggd.educatear,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.auggd.educatear,unity,android id,,,,,omitted,,,,,,,,,
com.avalanchegames.amazingblocks,unity,imei,,,,,omitted,,,,,,,,,
com.circlegate.tt.ezride.dallas,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.circlegate.tt.ezride.dallas,crashlytics,android id,,,,,omitted,,,,,,,,,
com.circlegate.tt.ezride.dallas,we,android id,,,,,omitted,,,,,,,,,
com.skisosoft.pts,unity,android id,,,,,omitted,,,,,,,,,
com.skisosoft.pts,ironsource,advertising identifier,,,,,omitted,,,,,,,,,
com.skisosoft.pts,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.YovoGames.hair,chartboost,advertising identifier,,,,,omitted,,,,,,,,,
com.YovoGames.hair,chartboost,android id,,,,,omitted,,,,,,,,,
com.YovoGames.hair,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.childrensmercy.cmguide,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.childrensmercy.cmguide,crashlytics,android id,,,,,omitted,,,,,,,,,
com.visionobjects.calculator,localytics,router ssid,,,,,omitted,,,,,,,,,
com.visionobjects.calculator,localytics,serial number,third party,collect,pii,"We only share your personal identifying information with certain third-party service providers (notably AWS servers based in the US) in order to back up our data.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the European Union to back up your account data,||We only share your personal identifying information with the following third-party service providers: brevo mailing provider based in the European Union to organize and manage our mailing lists and send grouped mailings.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the European Union to back up your account data (not your notes),||We only share your personal identifying information with the following third-party service providers: brevo mailing provider based in the European Union to organize and manage our mailing lists and send grouped mailings,||We only share your personal identifying information with the following third-party service providers: survicate survey provider based in the European Union to ask you survey questions.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the US to store and back up the data shared on Nebo Cloud.||We only share your personal identifying information with the following third-party service providers: aWS servers in the European Union for back up and storage,||We only share your personal identifying information with the following third-party service providers: aWS servers based in the European Union to store and back up notes associated to a support request,||We only share your personal identifying information with the following third-party service providers: oneDrive (by Microsoft) based in the European Union to transfer any heavy files containing repaired notes following a support request, (we may use another transfer service if you request it),||We only share your personal identifying information with the following third-party service providers: freshdesk support service provider based in the European Union for managing support tickets.||This personal identifying information may be directly provided by you or by your company.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the US to back up our contractual data,||We only share your personal identifying information with the following third-party service providers: alwaysdata based in the European Union to back up our technology related data,||We only share your personal identifying information with the following third-party service providers: microsoft based in the European Union to send specific mailings,||We only share your personal identifying information with the following third-party service providers: salesforce based in the US to organize our contracts and sales contacts.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the US to back up our data,||We only share your personal identifying information with the following third-party service providers: microsoft based in the European Union to communicate with you about job opportunities.||We only share your personal identifying information with the following third-party service providers: aWS based in the US to store and back up our data,||We only share your personal identifying information with the following third-party service providers: alchemer based in the US to collect data as part of a research project,||We only share your personal identifying information with the following third-party service providers: brevo mailing provider based in the European Union to organize and manage mailings related to research projects,||We only share your personal identifying information with the following third-party service providers: apple Testflight based in the US to send unreleased version of our applications to research participants,||We only share your personal identifying information with the following third-party service providers: zoom based in the US to conduct interviews with research participants,||We only share your personal identifying information with the following third-party service providers: airtable based in the US to collect and collate research data.",ambiguous,,,,,C1,third party,not_collect,pii,We never sell your personal identifying information to any third parties.
com.visionobjects.calculator,localytics,android id,third party,collect,pii,"We only share your personal identifying information with certain third-party service providers (notably AWS servers based in the US) in order to back up our data.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the European Union to back up your account data,||We only share your personal identifying information with the following third-party service providers: brevo mailing provider based in the European Union to organize and manage our mailing lists and send grouped mailings.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the European Union to back up your account data (not your notes),||We only share your personal identifying information with the following third-party service providers: brevo mailing provider based in the European Union to organize and manage our mailing lists and send grouped mailings,||We only share your personal identifying information with the following third-party service providers: survicate survey provider based in the European Union to ask you survey questions.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the US to store and back up the data shared on Nebo Cloud.||We only share your personal identifying information with the following third-party service providers: aWS servers in the European Union for back up and storage,||We only share your personal identifying information with the following third-party service providers: aWS servers based in the European Union to store and back up notes associated to a support request,||We only share your personal identifying information with the following third-party service providers: oneDrive (by Microsoft) based in the European Union to transfer any heavy files containing repaired notes following a support request, (we may use another transfer service if you request it),||We only share your personal identifying information with the following third-party service providers: freshdesk support service provider based in the European Union for managing support tickets.||This personal identifying information may be directly provided by you or by your company.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the US to back up our contractual data,||We only share your personal identifying information with the following third-party service providers: alwaysdata based in the European Union to back up our technology related data,||We only share your personal identifying information with the following third-party service providers: microsoft based in the European Union to send specific mailings,||We only share your personal identifying information with the following third-party service providers: salesforce based in the US to organize our contracts and sales contacts.||We only share your personal identifying information with the following third-party service providers: aWS servers based in the US to back up our data,||We only share your personal identifying information with the following third-party service providers: microsoft based in the European Union to communicate with you about job opportunities.||We only share your personal identifying information with the following third-party service providers: aWS based in the US to store and back up our data,||We only share your personal identifying information with the following third-party service providers: alchemer based in the US to collect data as part of a research project,||We only share your personal identifying information with the following third-party service providers: brevo mailing provider based in the European Union to organize and manage mailings related to research projects,||We only share your personal identifying information with the following third-party service providers: apple Testflight based in the US to send unreleased version of our applications to research participants,||We only share your personal identifying information with the following third-party service providers: zoom based in the US to conduct interviews with research participants,||We only share your personal identifying information with the following third-party service providers: airtable based in the US to collect and collate research data.",ambiguous,,,,,C1,third party,not_collect,pii,We never sell your personal identifying information to any third parties.
tv.telepathic.hooked,facebook,advertising identifier,facebook,collect,pii,"Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.",vague,0.0,0,0.5,2,,,,,
tv.telepathic.hooked,appsflyer,advertising identifier,advertising network,collect,pii,"Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.",vague,0.3333333333333333,1,0.5,2,,,,,
tv.telepathic.hooked,branch,android id,branch,collect,pii,"Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.",vague,0.0,0,0.5,2,,,,,
tv.telepathic.hooked,amplitude,advertising identifier,third party,collect,pii,"In certain cases, we may also share some Personal Information with third parties, but only as described below.||We may share your Personal Information with third parties as described in this section information that's been de-identified.||We collect Personal Data about you when you provide such information directly to us, when third parties such as our business partners or service providers provide us with Personal Data about you, or when Personal Data about you is automatically collected in connection with your use of our Services.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.||We share Personal Data with vendors, third party service providers and agents who work on our behalf and provide us with services related to the purposes described in this Privacy Policy or our Terms of Use.||Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets.||By using the Services, you acknowledge that any Personal Data about you, regardless of whether provided by you or obtained from a third party, is being provided to Company in the U. S. and will be hosted on U. S. servers, and you authorize Company to transfer, store and process your information to and in the U. S., and possibly other countries.",vague,0.6666666666666666,2,0.5,2,,,,,
tv.telepathic.hooked,crashlytics,advertising identifier,third party,collect,pii,"In certain cases, we may also share some Personal Information with third parties, but only as described below.||We may share your Personal Information with third parties as described in this section information that's been de-identified.||We collect Personal Data about you when you provide such information directly to us, when third parties such as our business partners or service providers provide us with Personal Data about you, or when Personal Data about you is automatically collected in connection with your use of our Services.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.||We share Personal Data with vendors, third party service providers and agents who work on our behalf and provide us with services related to the purposes described in this Privacy Policy or our Terms of Use.||Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets.||By using the Services, you acknowledge that any Personal Data about you, regardless of whether provided by you or obtained from a third party, is being provided to Company in the U. S. and will be hosted on U. S. servers, and you authorize Company to transfer, store and process your information to and in the U. S., and possibly other countries.",vague,0.6666666666666666,2,0.5,2,,,,,
tv.telepathic.hooked,crashlytics,android id,third party,collect,pii,"In certain cases, we may also share some Personal Information with third parties, but only as described below.||We may share your Personal Information with third parties as described in this section information that's been de-identified.||We collect Personal Data about you when you provide such information directly to us, when third parties such as our business partners or service providers provide us with Personal Data about you, or when Personal Data about you is automatically collected in connection with your use of our Services.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: account information for third party services: If you interact with a third party service when using our Services, such as if you use a third party service to log-in to our Services (e.g., Facebook Connect), or if you share content from our Services through a third party social media service, the third party service will send us information about you, such as information from your public profile, if the third party service and your account settings allow such sharing.||Information we receive from third party sources: Some third parties such as Facebook or Branch provide us with Personal Data about you, such as the following: information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.||We share Personal Data with vendors, third party service providers and agents who work on our behalf and provide us with services related to the purposes described in this Privacy Policy or our Terms of Use.||Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets.||By using the Services, you acknowledge that any Personal Data about you, regardless of whether provided by you or obtained from a third party, is being provided to Company in the U. S. and will be hosted on U. S. servers, and you authorize Company to transfer, store and process your information to and in the U. S., and possibly other countries.",vague,0.6666666666666666,2,0.5,2,,,,,
com.bitxgames.draw.road.race,unity,android id,,,,,omitted,,,,,,,,,
com.bitxgames.draw.road.race,chartboost,advertising identifier,,,,,omitted,,,,,,,,,
com.bitxgames.draw.road.race,chartboost,android id,,,,,omitted,,,,,,,,,
com.au.MyFlowerShopAustralia,tappx,android id,,,,,omitted,,,,,,,,,
com.au.MyFlowerShopAustralia,mobfox,android id,,,,,omitted,,,,,,,,,
com.au.MyFlowerShopAustralia,silvermob,android id,,,,,omitted,,,,,,,,,
com.desickozapps.johnyyespapavideos,startapp,router ssid,,,,,omitted,,,,,,,,,
com.desickozapps.johnyyespapavideos,startapp,mac address,,,,,omitted,,,,,,,,,
com.desickozapps.johnyyespapavideos,startapp,advertising identifier,,,,,omitted,,,,,,,,,
com.desickozapps.johnyyespapavideos,startapp,geographical location,,,,,omitted,,,,,,,,,
com.bros.game.bubble.shooter.alice.in.wonderland,unity,android id,,,,,omitted,,,,,,,,,
com.bros.game.bubble.shooter.alice.in.wonderland,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.kayak.android,facebook,advertising identifier,third party,collect,pii,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.||We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",vague,0.6666666666666666,2,0.5,2,,,,,
com.kayak.android,adjust,advertising identifier,third party,collect,pii,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.||We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",vague,0.6666666666666666,2,0.5,2,,,,,
com.kayak.android,we,geographical location,we,collect,geographical location,"If you use our Services, we automatically collect approximate location information about you (such as your city) or, with your consent, precise geographic location data from your mobile device when the app is running and when it is not running, depending on the choices you make when you are asked to consent to our collection of location information.||As explained in more detail in the Information We Collect and Use section above, we collect information about your location if you enable location services through the settings in your mobile device, or with your consent, as may be required by law.",clear,0.0,0.0,0.0,0.0,,,,,
com.kayak.android,we,android id,we,collect,device identifier,"On mobile websites and mobile applications, we use device IDs and / or Advertising IDs in a similar manner to which we use cookies.",vague,0.0,0.0,0.25,1,,,,,
com.kayak.android,appsflyer,advertising identifier,third party,collect,pii,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.||We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",vague,0.6666666666666666,2,0.5,2,,,,,
com.kayak.android,crashlytics,advertising identifier,third party,collect,pii,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.||We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",vague,0.6666666666666666,2,0.5,2,,,,,
com.kayak.android,crashlytics,android id,third party,collect,pii,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.||We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",vague,0.6666666666666666,2,0.5,2,,,,,
com.smgstudio.omd,unity,imei,,,,,omitted,,,,,,,,,
com.smgstudio.omd,flurry,advertising identifier,,,,,omitted,,,,,,,,,
com.smgstudio.omd,flurry,android id,,,,,omitted,,,,,,,,,
com.imt.kidsmusicandsongs,heyzap,advertising identifier,,,,,omitted,,,,,,,,,
com.imt.kidsmusicandsongs,flurry,advertising identifier,,,,,omitted,,,,,,,,,
com.imt.kidsmusicandsongs,flurry,android id,,,,,omitted,,,,,,,,,
com.imt.kidsmusicandsongs,we,advertising identifier,,,,,omitted,,,,,,,,,
com.aspiration.app,facebook,advertising identifier,third party,collect,pii,"The CCPA addresses changes in technology, data practices, and privacy concerns by establishing rules and procedures to help empower consumers to control how businesses collect, use, and share personal information.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||In order for you to receive our Services, Aspiration shares your Personal Information with certain third-parties, affiliates, banking partners, service providers, data aggregators, consumer protection and fraud services providers, and data processors (""Affiliates"").||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account opening and validation.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account operations and administration.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to facilitating your referrals.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to advertising and marketing our Services.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to complying with federal, state, and local laws, including regulations.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to processing your transactions and commercial activity.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to sending Fund information and communications to clients.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to improving Aspiration Services; and||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to protecting the security and integrity of our business assets.||We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||Aspiration also maintains Personal Information to provide you with our Services and for legitimate business needs.",vague,0.6666666666666666,2,0.5,2,,,,,
com.aspiration.app,crashlytics,advertising identifier,third party,collect,pii,"The CCPA addresses changes in technology, data practices, and privacy concerns by establishing rules and procedures to help empower consumers to control how businesses collect, use, and share personal information.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||In order for you to receive our Services, Aspiration shares your Personal Information with certain third-parties, affiliates, banking partners, service providers, data aggregators, consumer protection and fraud services providers, and data processors (""Affiliates"").||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account opening and validation.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account operations and administration.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to facilitating your referrals.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to advertising and marketing our Services.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to complying with federal, state, and local laws, including regulations.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to processing your transactions and commercial activity.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to sending Fund information and communications to clients.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to improving Aspiration Services; and||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to protecting the security and integrity of our business assets.||We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||Aspiration also maintains Personal Information to provide you with our Services and for legitimate business needs.",vague,0.6666666666666666,2,0.5,2,,,,,
com.aspiration.app,crashlytics,android id,third party,collect,pii,"The CCPA addresses changes in technology, data practices, and privacy concerns by establishing rules and procedures to help empower consumers to control how businesses collect, use, and share personal information.||We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.||In order for you to receive our Services, Aspiration shares your Personal Information with certain third-parties, affiliates, banking partners, service providers, data aggregators, consumer protection and fraud services providers, and data processors (""Affiliates"").||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account opening and validation.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account operations and administration.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to facilitating your referrals.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to advertising and marketing our Services.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to complying with federal, state, and local laws, including regulations.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to processing your transactions and commercial activity.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to sending Fund information and communications to clients.||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to improving Aspiration Services; and||Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to protecting the security and integrity of our business assets.||We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).||We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.||We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.||When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.||Aspiration also maintains Personal Information to provide you with our Services and for legitimate business needs.",vague,0.6666666666666666,2,0.5,2,,,,,
