packageName,flowEntity,flowData,policyEntity,policyAction,policyData,policySentences,consistencyResult,entityVagueness,entityVaguenessRaw,dataVagueness,dataVaguenessRaw,contradictionNum,contradictoryEntity,contradictoryAction,contradictoryData,contradictionSentences
com.pixel.art.coloring.color.number,vungle,android id,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,mopub,geographical location,analytic provider,collect,usage information,"Our analytics providers may provide us with information regarding your use of our Services (such as in-game events, your interaction with the Services and in-game advertisements, software errors, etc.)",ambiguous,,,,,C7,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,flurry,advertising identifier,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,flurry,android id,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,applovin,advertising identifier,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,we,advertising identifier,we,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.||Once we receive and verify your consumer request, we will delete your personal information from our records.||We have collected, disclosed or ""sold"" the following categories of personal information from California, Virginia, Colorado, Utah and Connecticut consumers within the last twelve months.||We obtain personal information from various sources, including but not limited to directly from you.||We obtain personal information from various sources, including but not limited to indirectly from our users and their agents.||We obtain personal information from various sources, including but not limited to directly and indirectly from activity on our web-site or in our apps.||We obtain personal information from various sources, including but not limited to from third parties that interact with us in connection with the services or products we provide.",vague,0.0,0.0,0.5,2,,,,,
com.pixel.art.coloring.color.number,we,android id,we,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.||Once we receive and verify your consumer request, we will delete your personal information from our records.||We have collected, disclosed or ""sold"" the following categories of personal information from California, Virginia, Colorado, Utah and Connecticut consumers within the last twelve months.||We obtain personal information from various sources, including but not limited to directly from you.||We obtain personal information from various sources, including but not limited to indirectly from our users and their agents.||We obtain personal information from various sources, including but not limited to directly and indirectly from activity on our web-site or in our apps.||We obtain personal information from various sources, including but not limited to from third parties that interact with us in connection with the services or products we provide.",vague,0.0,0.0,0.5,2,,,,,
com.pixel.art.coloring.color.number,crashlytics,advertising identifier,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,crashlytics,android id,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,vungle,advertising identifier,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,integral ad science,advertising identifier,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
com.pixel.art.coloring.color.number,appsflyer,advertising identifier,third party,collect,pii,"We share your personal data with these third parties only where we have a legal basis as set out above or where such third parties process data on our behalf based on a data processing agreement, which may restrict further subcontracting by such third parties.",ambiguous,,,,,C1,third party,not_collect,pii,"If you would prefer that your personal information is not shared with third parties in this way, please, visit List of Partners Schedule."
be.bnpparibasfortis.dixit,google analytic,android id,,,,,omitted,,,,,,,,,
zoomnova.oldphone,facebook,advertising identifier,,,,,omitted,,,,,,,,,
zoomnova.oldphone,flurry,advertising identifier,,,,,omitted,,,,,,,,,
zoomnova.oldphone,flurry,android id,,,,,omitted,,,,,,,,,
com.helprx,tapjoy,imei,,,,,omitted,,,,,,,,,
com.helprx,tapjoy,android id,,,,,omitted,,,,,,,,,
com.helprx,tapjoy,advertising identifier,,,,,omitted,,,,,,,,,
com.plarium.vikings,adjust,advertising identifier,,,,,omitted,,,,,,,,,
com.plarium.vikings,unity,android id,,,,,omitted,,,,,,,,,
com.plarium.vikings,we,email address,,,,,omitted,,,,,,,,,
com.plarium.vikings,we,advertising identifier,,,,,omitted,,,,,,,,,
com.plarium.vikings,we,android id,,,,,omitted,,,,,,,,,
com.thumbspire.gelato,heyzap,advertising identifier,third party,not_collect,pii,"We do not share or sell your personal information to third parties, except in the following circumstances: service Providers: We may share data with third-party providers who assist in operating our Services, such as cloud hosting, analytics, or customer support.||We do not share or sell your personal information to third parties, except in the following circumstances: legal Compliance:||We do not share or sell your personal information to third parties, except in the following circumstances: business Transfers:",incorrect,,,,,,,,,
com.thumbspire.gelato,unity,imei,third party,not_collect,pii,"We do not share or sell your personal information to third parties, except in the following circumstances: service Providers: We may share data with third-party providers who assist in operating our Services, such as cloud hosting, analytics, or customer support.||We do not share or sell your personal information to third parties, except in the following circumstances: legal Compliance:||We do not share or sell your personal information to third parties, except in the following circumstances: business Transfers:",incorrect,,,,,,,,,
com.nytimes.android,we,advertising identifier,we,collect,pii,"We created this page to answer our readers' questions about how we use their personal data.||When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers).",vague,0.0,0.0,0.5,2,,,,,
com.nytimes.android,localytics,serial number,third party,collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers).",ambiguous,,,,,C1,third party,not_collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers)."
com.nytimes.android,localytics,advertising identifier,third party,collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers).",ambiguous,,,,,C1,third party,not_collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers)."
com.nytimes.android,localytics,android id,third party,collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers).",ambiguous,,,,,C1,third party,not_collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers)."
com.nytimes.android,facebook,advertising identifier,third party,collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers).",ambiguous,,,,,C1,third party,not_collect,pii,"When we detect a GPC signal from a reader's browser where GDPR, CCPA or a similar privacy law applies, we stop sharing the reader's personal data online with other companies (except with our service providers)."
com.ascentsmartwaves.andnrby,we,android id,we,collect,device identifier,"Third-party ad partners may share information with us, like a browser cookie ID, website URL visited, mobile device ID, or cryptographic hash of a common account identifier (such as an email address), to help us measure and tailor ads.",vague,0.0,0.0,0.25,1,,,,,
com.concretesoftware.spades_demobuynow,flurry,advertising identifier,,,,,omitted,,,,,,,,,
com.concretesoftware.spades_demobuynow,flurry,android id,,,,,omitted,,,,,,,,,
com.egotech.youmatch,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.egotech.youmatch,crashlytics,android id,,,,,omitted,,,,,,,,,
com.tencent.wesing,appsflyer,imei,,,,,omitted,,,,,,,,,
com.tencent.wesing,appsflyer,advertising identifier,,,,,omitted,,,,,,,,,
com.tencent.wesing,appsflyer,android id,,,,,omitted,,,,,,,,,
com.rottzgames.findobject,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.rottzgames.findobject,unity,android id,,,,,omitted,,,,,,,,,
com.spcomes.zp.marble,adcolony,advertising identifier,advertising network,collect,advertising identifier,"Furthermore, if you have given your consent, we share your advertising ID to advertising network companies for the purpose of them serving behavioral advertisements to you within the App.",vague,0.3333333333333333,1,0.0,0,,,,,
com.spcomes.zp.marble,applovin,advertising identifier,advertising network,collect,advertising identifier,"Furthermore, if you have given your consent, we share your advertising ID to advertising network companies for the purpose of them serving behavioral advertisements to you within the App.",vague,0.3333333333333333,1,0.0,0,,,,,
com.spcomes.zp.marble,vungle,android id,,,,,omitted,,,,,,,,,
com.spcomes.zp.marble,flurry,advertising identifier,advertising network,collect,advertising identifier,"Furthermore, if you have given your consent, we share your advertising ID to advertising network companies for the purpose of them serving behavioral advertisements to you within the App.",vague,0.3333333333333333,1,0.0,0,,,,,
com.spcomes.zp.marble,flurry,android id,,,,,omitted,,,,,,,,,
com.drpanda.funfair.free,unity,android id,,,,,omitted,,,,,,,,,
kid.video.ballerinadollballetdancer,startapp,router ssid,,,,,omitted,,,,,,,,,
kid.video.ballerinadollballetdancer,startapp,mac address,,,,,omitted,,,,,,,,,
kid.video.ballerinadollballetdancer,startapp,geographical location,,,,,omitted,,,,,,,,,
kid.video.ballerinadollballetdancer,startapp,advertising identifier,,,,,omitted,,,,,,,,,
kid.video.ballerinadollballetdancer,kochava,advertising identifier,,,,,omitted,,,,,,,,,
com.landsharkgames.zenkoi2.android,unity,advertising identifier,advertising network,not_collect,pii,We do not provide any personal information to third-party advertising companies on a non-aggregate basis.,incorrect,,,,,N4,third party,collect,information about you,"We may also disclose information about you to our partners, in order to provide the Service, resolve service problems and correct errors in the Service, to communicate with you about the Service, to provide you with advertising and promotional information in connection with the Service, and to enhance your experience on the Service."
com.landsharkgames.zenkoi2.android,unity,android id,advertising network,not_collect,pii,We do not provide any personal information to third-party advertising companies on a non-aggregate basis.,incorrect,,,,,N4,third party,collect,information about you,"We may also disclose information about you to our partners, in order to provide the Service, resolve service problems and correct errors in the Service, to communicate with you about the Service, to provide you with advertising and promotional information in connection with the Service, and to enhance your experience on the Service."
com.landsharkgames.zenkoi2.android,vungle,advertising identifier,advertising network,not_collect,pii,We do not provide any personal information to third-party advertising companies on a non-aggregate basis.,incorrect,,,,,N4,third party,collect,information about you,"We may also disclose information about you to our partners, in order to provide the Service, resolve service problems and correct errors in the Service, to communicate with you about the Service, to provide you with advertising and promotional information in connection with the Service, and to enhance your experience on the Service."
com.landsharkgames.zenkoi2.android,facebook,advertising identifier,advertising network,not_collect,pii,We do not provide any personal information to third-party advertising companies on a non-aggregate basis.,incorrect,,,,,N4,third party,collect,information about you,"We may also disclose information about you to our partners, in order to provide the Service, resolve service problems and correct errors in the Service, to communicate with you about the Service, to provide you with advertising and promotional information in connection with the Service, and to enhance your experience on the Service."
uni.car.diagnostic,facebook,advertising identifier,,,,,omitted,,,,,,,,,
zc.ijewels,mopub,advertising identifier,,,,,omitted,,,,,,,,,
zc.ijewels,mopub,geographical location,,,,,omitted,,,,,,,,,
com.flashcardinc.nclexrn.guide,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.flashcardinc.nclexrn.guide,crashlytics,android id,,,,,omitted,,,,,,,,,
com.andromo.dev455392.app415066,facebook,advertising identifier,third party,collect,pii,"For operation and maintenance purposes, this Application and any third party services may collect files that record interaction with this Application (System logs) or use for this purpose other Personal Data (such as IP Address).",vague,0.6666666666666666,2,0.5,2,,,,,
com.easymobs.pregnancy,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.easymobs.pregnancy,crashlytics,android id,,,,,omitted,,,,,,,,,
com.easymobs.pregnancy,facebook,advertising identifier,,,,,omitted,,,,,,,,,
pl.anddev.polishairpollution,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
pl.anddev.polishairpollution,crashlytics,android id,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,mixpanel,advertising identifier,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,crashlytics,android id,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,appsflyer,advertising identifier,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,branch,advertising identifier,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,branch,android id,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,flurry,advertising identifier,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,flurry,android id,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,facebook,advertising identifier,,,,,omitted,,,,,,,,,
com.sixdays.truckerpath,we,advertising identifier,,,,,omitted,,,,,,,,,
com.mingle.EuropianMingle,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.mingle.EuropianMingle,crashlytics,android id,,,,,omitted,,,,,,,,,
com.iconology.comics,localytics,serial number,,,,,omitted,,,,,,,,,
com.iconology.comics,localytics,advertising identifier,,,,,omitted,,,,,,,,,
com.iconology.comics,localytics,android id,,,,,omitted,,,,,,,,,
com.video.chat.spark,appsflyer,advertising identifier,third party,collect,pii,"To improve our product and provide you better service, we also share personal data with vendors or agents working on our behalf for the purposes described in this privacy policy.",vague,0.6666666666666666,2,0.5,2,,,,,
com.video.chat.spark,du,imei,third party,collect,pii,"To improve our product and provide you better service, we also share personal data with vendors or agents working on our behalf for the purposes described in this privacy policy.",vague,0.6666666666666666,2,0.5,2,,,,,
com.video.chat.spark,du,android id,third party,collect,pii,"To improve our product and provide you better service, we also share personal data with vendors or agents working on our behalf for the purposes described in this privacy policy.",vague,0.6666666666666666,2,0.5,2,,,,,
com.athenahealth.capture,branch,advertising identifier,third party,collect,information about you,"Please note that when you interact with other entities, including when you leave our Sites, those entities may independently collect information about you and solicit information from you.",vague,0.6666666666666666,2,0.75,3,,,,,
com.athenahealth.capture,branch,android id,third party,collect,information about you,"Please note that when you interact with other entities, including when you leave our Sites, those entities may independently collect information about you and solicit information from you.",vague,0.6666666666666666,2,0.75,3,,,,,
com.stringr.android.stringr,we,geographical location,,,,,omitted,,,,,,,,,
com.jellybus.Moldiv,facebook,advertising identifier,third party,collect,pii,"Currently, for purchases made via an App, the applicable App Marketplace collects the Billing Information; Any personal data you provide in connection therewith is provided to the applicable third party.",vague,0.6666666666666666,2,0.5,2,,,,,
com.jellybus.Moldiv,flurry,advertising identifier,third party,collect,pii,"Currently, for purchases made via an App, the applicable App Marketplace collects the Billing Information; Any personal data you provide in connection therewith is provided to the applicable third party.",vague,0.6666666666666666,2,0.5,2,,,,,
com.jellybus.Moldiv,flurry,android id,third party,collect,pii,"Currently, for purchases made via an App, the applicable App Marketplace collects the Billing Information; Any personal data you provide in connection therewith is provided to the applicable third party.",vague,0.6666666666666666,2,0.5,2,,,,,
com.truckr.driver,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.truckr.driver,crashlytics,android id,,,,,omitted,,,,,,,,,
com.sharkear.musepic,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.sharkear.musepic,crashlytics,android id,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,aerserv,geographical location,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,aerserv,advertising identifier,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,facebook,advertising identifier,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,google ads,advertising identifier,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,nexage,mac address,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,nexage,geographical location,,,,,omitted,,,,,,,,,
com.williamking.whattheforecast,nexage,advertising identifier,,,,,omitted,,,,,,,,,
com.gameville.soccerflick,heyzap,advertising identifier,,,,,omitted,,,,,,,,,
com.gameville.soccerflick,facebook,advertising identifier,,,,,omitted,,,,,,,,,
com.gameville.soccerflick,unity,mac address,,,,,omitted,,,,,,,,,
com.gameville.soccerflick,adcolony,advertising identifier,,,,,omitted,,,,,,,,,
com.byv.TheCatapult,unity,android id,,,,,omitted,,,,,,,,,
com.byv.TheCatapult,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.quarzo.wordsfind,applovin,advertising identifier,advertising network,collect,device identifier,Advertisers who provide adverts to our mobile applications may access your unique device identifier and use this to target messages to you.,ambiguous,,,,,C4,third party,not_collect,pii,"We will not sell, rent or transfer your Personal Information to third parties without your prior consent."
com.number.draw.ly.color.by.number.pixel.art.sandbox.coloring,vungle,android id,,,,,omitted,,,,,,,,,
com.number.draw.ly.color.by.number.pixel.art.sandbox.coloring,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.number.draw.ly.color.by.number.pixel.art.sandbox.coloring,facebook,advertising identifier,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,applovin,advertising identifier,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,adcolony,advertising identifier,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,unity,android id,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,tapjoy,advertising identifier,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,tapjoy,android id,,,,,omitted,,,,,,,,,
com.traindepo.rollercoaster,vungle,advertising identifier,,,,,omitted,,,,,,,,,
com.integer3d.toytruckrally,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.integer3d.toytruckrally,vungle,advertising identifier,,,,,omitted,,,,,,,,,
com.gamehouse.slingo,adjust,advertising identifier,third party,collect,pii,"We will get your express opt-in consent before we share your personal information with any company outside our company for marketing purposes, including service providers who perform marketing services on our behalf, such as conducting surveys, sending communications to you on our behalf, or serving advertisements to you.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||We share your personal information within our company.",vague,0.6666666666666666,2,0.5,2,,,,,
com.gamehouse.slingo,ironsource,advertising identifier,third party,collect,pii,"We will get your express opt-in consent before we share your personal information with any company outside our company for marketing purposes, including service providers who perform marketing services on our behalf, such as conducting surveys, sending communications to you on our behalf, or serving advertisements to you.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||We share your personal information within our company.",vague,0.6666666666666666,2,0.5,2,,,,,
com.gamehouse.slingo,unity,android id,third party,collect,pii,"We will get your express opt-in consent before we share your personal information with any company outside our company for marketing purposes, including service providers who perform marketing services on our behalf, such as conducting surveys, sending communications to you on our behalf, or serving advertisements to you.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||We share your personal information within our company.",vague,0.6666666666666666,2,0.5,2,,,,,
com.gamehouse.slingo,applovin,advertising identifier,third party,collect,pii,"We will get your express opt-in consent before we share your personal information with any company outside our company for marketing purposes, including service providers who perform marketing services on our behalf, such as conducting surveys, sending communications to you on our behalf, or serving advertisements to you.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||We share your personal information within our company.",vague,0.6666666666666666,2,0.5,2,,,,,
com.gamehouse.slingo,vungle,advertising identifier,third party,collect,pii,"We will get your express opt-in consent before we share your personal information with any company outside our company for marketing purposes, including service providers who perform marketing services on our behalf, such as conducting surveys, sending communications to you on our behalf, or serving advertisements to you.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||We share your personal information within our company.",vague,0.6666666666666666,2,0.5,2,,,,,
com.happybaby.app,appodeal,advertising identifier,advertising network,collect,pii,"No Ads may disclose your Personal Data in the good faith belief that such action is necessary to to comply with a legal obligation||No Ads may disclose your Personal Data in the good faith belief that such action is necessary to to protect and defend the rights or property of Baby Tracker, Newborn Feeding, No Ads||No Ads may disclose your Personal Data in the good faith belief that such action is necessary to to prevent or investigate possible wrongdoing in connection with the Service||No Ads may disclose your Personal Data in the good faith belief that such action is necessary to to protect the personal safety of users of the Service or the public||No Ads may disclose your Personal Data in the good faith belief that such action is necessary to to protect against legal liability",vague,0.3333333333333333,1,0.5,2,,,,,
com.RockyHong.PushPop,unity,android id,,,,,omitted,,,,,,,,,
com.RockyHong.PushPop,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.sitiv.millibayramlar,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.sitiv.millibayramlar,crashlytics,android id,,,,,omitted,,,,,,,,,
com.hero7apps.fruitjuicejam,unity,advertising identifier,,,,,omitted,,,,,,,,,
com.hero7apps.fruitjuicejam,unity,android id,,,,,omitted,,,,,,,,,
com.shuapps.himabu,applovin,advertising identifier,,,,,omitted,,,,,,,,,
com.shuapps.himabu,appsflyer,advertising identifier,,,,,omitted,,,,,,,,,
com.shuapps.himabu,crashlytics,advertising identifier,,,,,omitted,,,,,,,,,
com.shuapps.himabu,crashlytics,android id,,,,,omitted,,,,,,,,,
com.sonymobile.sketch,facebook,advertising identifier,,,,,omitted,,,,,,,,,
air.com.innogames.staemme,adjust,advertising identifier,advertising network,collect,pii,"The third-party advertising companies may collect and use some of your personal information, including but not limited to IP address, geo location, and language settings to offer you personalized ads, but also to know if you clicked on and watched the video ad. Non-personally identifiable information to manage and measure the delivery of advertising within that game can be collected, including the number of times the same advertisement is served and viewed.||For example, we share personal information with marketing Providers: We may partner with marketing providers to enhance our promotional activities and reach out to potential customers.||These marketing providers may receive your personal information for the purpose of targeting advertisements, conducting promotional campaigns, and measuring their effectiveness.||We share your Personal Information with advertising partners to show you ads that might be more interesting to you.",vague,0.3333333333333333,1,0.5,2,,,,,
